rating,file,function,table,kind,client,tenant_filter_in_chain,multiline_tenant_filter_detected,insert_contains_tenant_id,prior_ownership_assertion_detected,likely_false_positive,recommended_action,id_only_without_tenant_signal,service_role_note,rls_note,line,snippet
"SAFE","app/api/tenants/[tenantId]/cases/[caseId]/run-model/route.ts","(top-level or unscoped)","fi_cases","from","supabase","Y","Y","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","35",".from('fi_cases') .select('id') .eq('id', caseId) .eq('tenant_id', tenantId) .single();"
"SAFE","app/api/tenants/[tenantId]/cases/[caseId]/submit/route.ts","(top-level or unscoped)","fi_cases","from","supabase","Y","Y","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","35",".from('fi_cases') .update({ status: 'submitted', updated_at: new Date().toISOString(), }) .eq('id', caseId) .eq('tenant_id', tenantId) .eq('status', 'draft') .select('id, status') .single();"
"SAFE","app/api/tenants/[tenantId]/cases/[caseId]/submit/route.ts","(top-level or unscoped)","fi_cases","from","supabase","Y","Y","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","51",".from('fi_cases') .select('status') .eq('id', caseId) .eq('tenant_id', tenantId) .single();"
"SAFE","app/api/tenants/[tenantId]/cases/[caseId]/uploads/route.ts","(top-level or unscoped)","fi_uploads","from","supabase","N","N","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","101","const { error: insertErr } = await supabase.from('fi_uploads').insert(inserts);"
"SAFE","app/api/tenants/[tenantId]/cases/[caseId]/uploads/route.ts","(top-level or unscoped)","fi_cases","from","supabase","Y","Y","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","45",".from('fi_cases') .select('id') .eq('id', caseId) .eq('tenant_id', tenantId) .single();"
"SAFE","app/api/tenants/[tenantId]/cases/route.ts","(top-level or unscoped)","fi_cases","from","supabase","N","N","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","115",".from('fi_cases') .upsert(caseRow, { onConflict: 'tenant_id,external_id', ignoreDuplicates: false, }) .select('id, status, created_at') .single();"
"SAFE","app/api/tenants/[tenantId]/cases/route.ts","(top-level or unscoped)","fi_cases","from","supabase","N","N","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","126",".from('fi_cases') .insert(caseRow) .select('id, status, created_at') .single();"
"SAFE","app/api/tenants/[tenantId]/cases/route.ts","(top-level or unscoped)","fi_intakes","from","supabase","N","N","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","160","const { error: intakeErr } = await supabase.from('fi_intakes').upsert(intakeRow, { onConflict: 'case_id', ignoreDuplicates: false, });"
"SAFE","app/api/tenants/[tenantId]/cases/route.ts","GET","fi_cases","from","supabase","Y","Y","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","31",".from('fi_cases') .select('id, external_id, status, partner_id, created_at') .eq('tenant_id', tenantId) .order('created_at', { ascending: false });"
"SAFE","app/api/tenants/[tenantId]/cases/route.ts","GET","fi_intakes","from","supabase","N","N","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","48",".from('fi_intakes') .select('case_id, full_name, email') .in('case_id', caseIds);"
"SAFE","app/api/tenants/[tenantId]/cases/route.ts","(top-level or unscoped)","fi_tenants","from","supabase","N","N","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","Y","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","96",".from('fi_tenants') .select('id') .eq('id', tenantId) .single();"
"SAFE","app/api/tenants/[tenantId]/foundation-integrity/route.ts","(top-level or unscoped)","fi_tenants","from","supabase","N","N","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","Y","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","28","const { data: tenant, error: te } = await supabase.from('fi_tenants').select('id').eq('id', tenantId).maybeSingle();"
"SAFE","app/api/tenants/[tenantId]/integrations/timely/discovery/route.ts","POST","fi_tenants","from","supabase","N","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","Y","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","24","const { data: tenant, error: te } = await supabase.from('fi_tenants').select('id').eq('id', tenantId).maybeSingle();"
"SAFE","app/api/tenants/[tenantId]/seed/route.ts","(top-level or unscoped)","fi_tenants","from","supabase","N","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","Y","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","29",".from('fi_tenants') .select('id, name, slug') .eq('id', tenantId) .single();"
"SAFE","app/hair-audit/admin/page.tsx","(top-level or unscoped)","fi_tenants","from","supabase","N","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","17","const { data: tenants, error } = await supabase.from('fi_tenants').select('id, name, slug').order('name');"
"SAFE","lib/actions/fi-actions.ts","getTenant","fi_tenants","from","supabaseAdmin()","N","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","Y","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","12",".from('fi_tenants') .select('id, name, slug') .eq('id', tenantId) .single();"
"SAFE","lib/actions/fi-actions.ts","(top-level or unscoped)","fi_tenants","from","supabase","N","N","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","Y","Convenience; could use tenant-scoped user client for some reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","42","const { data: tenant, error: te } = await supabase.from('fi_tenants').select('id').eq('id', tenantId.trim()).maybeSingle();"
"SAFE","lib/actions/fi-calendar-quick-create-actions.ts","findOpenLeadForPerson","fi_crm_leads","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","120",".from('fi_crm_leads') .select('id, patient_id') .eq('tenant_id', tenantId.trim()) .eq('person_id', personId.trim()) .eq('status', 'open') .order('updated_at', { ascending: false }) .limit(1) .maybeSingle();"
"SAFE","lib/actions/fi-calendar-quick-create-actions.ts","attachPatientToLeadIfMissing","fi_crm_leads","from","supabase","Y","Y","N","N","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","168",".from('fi_crm_leads') .update({ patient_id: patientId.trim(), updated_at: new Date().toISOString() }) .eq('tenant_id', tenantId.trim()) .eq('id', leadId.trim()) .is('patient_id', null);"
"SAFE","lib/actions/fi-first-case-wizard-actions.ts","(top-level or unscoped)","fi_persons","from","supabase","Y","Y","Y","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","106",".from('fi_persons') .insert({ tenant_id: tenantId, metadata: personMetadata, }) .select('id') .single();"
"SAFE","lib/actions/fi-first-case-wizard-actions.ts","(top-level or unscoped)","fi_patients","from","supabase","Y","Y","Y","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","120",".from('fi_patients') .insert({ tenant_id: tenantId, person_id: personId, primary_clinic_id: clinicId, metadata: {}, }) .select('id') .single();"
"SAFE","lib/actions/fi-first-case-wizard-actions.ts","(top-level or unscoped)","fi_persons","from","supabase","Y","N","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","131","await supabase.from('fi_persons').delete().eq('id', personId).eq('tenant_id', tenantId);"
"SAFE","lib/actions/fi-first-case-wizard-actions.ts","(top-level or unscoped)","fi_cases","from","supabase","Y","Y","Y","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","143",".from('fi_cases') .insert({ tenant_id: tenantId, clinic_id: clinicId, organisation_id: organisationId, foundation_patient_id: patientId, treatment_type: input.treatment_type.trim(), status: caseStatus, metadata: caseMeta"
"SAFE","lib/actions/fi-first-case-wizard-actions.ts","(top-level or unscoped)","fi_patients","from","supabase","Y","N","N","Y","N","Heuristics satisfied; still verify business rules and RPC SQL if applicable.","N","Typical server pattern; may be replaceable with RLS+user client for reads","Service role bypasses RLS; RLS only helps if query switched to user JWT client.","157","await supabase.from('fi_patients').delete().eq('id', patientId).eq('tenant_id', tenantId);"
